variable,table,category,status,source,notes
R0_PeriodsStoppedReasonOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_PhoneOne,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_PhoneTwo,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_PolycysticOvaries,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_Postcode,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_Postnatal_Incubator,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_PreMenopauseCycle,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_PreMenopauseYrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_Preg10_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg10_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg11_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg12_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg13_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg1_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg2_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg3_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg4_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg5_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg6_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg7_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg8_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_BirthWghtG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_BirthWghtOzs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_BirthWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_BreastfeedingWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_ChildSex,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_DurationWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_Eclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_EndDay,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_EndMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_EndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_MilkSuppression,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_Outcome,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Preg9_SevereVomiting,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_PregComp_Details,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_PregHrmns,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_PregHrmnsAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_PregnanciesMoreThan6,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_PulseMedication,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_PulseRate,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_Q11_2_A_5,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q11_2_A_6,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q11_2_B_5,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q11_2_B_6,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q11_2_C_5,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q11_2_C_6,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_Q15,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other
R0_Q8_16_more,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_RadJobDosimeterUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobDutiesLineOne,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobDutiesLineTwo,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobEndYr1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobMore,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobStartYr1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobWeeklyHrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadJobWeeklyMins,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_RadiotherapyEndMonth1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyEndMonth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyEndMonth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyEndYear1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyEndYear2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyEndYear3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyHospital1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyHospital2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyHospital3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyReceived1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyReceived2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyReceived3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartMonth1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartMonth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartMonth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartYear1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartYear2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyStartYear3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyTown1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyTown2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RadiotherapyTown3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_RecHght1_AgeMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_AgeYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_Ft,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_Mnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght1_Yr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_AgeMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_AgeYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_Ft,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_Mnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght2_Yr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_AgeMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_AgeYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
