variable,table,category,status,source,notes
R0_Email,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EmailYN,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_Endometriosis,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_EsophagusStomachXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_EthnGroup,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupBlkAfr,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupBlkCarib,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupBlkOther,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupBngldsh,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupChinese,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupIndian,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupJAshk,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupJSeph,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupNone,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupPakistani,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupSelfDesc,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EthnGroupWhite,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_EverHadPeriods,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_EverPregnant,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_ExerciseWinterComparison,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ExtOne,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_ExtTwo,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_FatTypeButter,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FatTypeOtherSpecify,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FatherBirthCountry,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherBirthCountryOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherCancerHistory,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherCancerType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_FatherCancerYear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_FatherCancerYearUnknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_FatherCauseOfDeath,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOB_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOB_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOB_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOB_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOD_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOD_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOD_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherDOD_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherFirstName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherHeightFeet,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherHeightInches,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherSurname,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FatherVitalStatus,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_FertilityDrugs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FertilityTreatmentAgeFirst,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FertilityTreatmentAgeLast,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FirstName,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_FirstPeriodAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_FirstPregWghtKG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FirstPregWghtStone,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FirstPregWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_FishConsumption,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FishDaysRecentWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FishLastAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FishNever,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FlightsCrossEquatorMonth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_FlowDays_20,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_FlowDays_40,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_FlowDays_Cur,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_FluoroscopicChestXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_FolicAcidDurationYrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_FolicAcidSuppUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_FruitDailyServings,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_FullMouthDentalXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_FurtherBreastInjuryDisease,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Disease
R0_GP,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_GPdk,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_GPtown,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_G_BirthWght,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_GallbladderXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_Gallstones,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_Gallstones_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_GrandparentBreastCancer,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentBreastCancerWho,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_GrandparentCountryDN_FF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountryDN_FM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountryDN_MF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountryDN_MM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountry_FF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountry_FM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountry_MF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentCountry_MM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentUK_FF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentUK_FM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentUK_MF,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GrandparentUK_MM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_GreenVegDailyServings,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_GrowthHormoneUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_GrowthStopped_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_GrowthStopped_Unkn,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HRT1_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT1_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT1_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT1_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT2_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT2_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT2_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT2_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT3_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT3_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT3_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT3_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT4_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT5_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT6_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT7_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT8_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRTPeriodsUnclear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_HRT_HrmnLevelsChecked,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT_MoreThanEight,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT_MoreThanThree,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HRT_Use,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_HghtAge20_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HghtAge20_Ft,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HghtAge20_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HghtComp_11,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HghtComp_7,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HighestWght_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HighestWght_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HighestWght_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HighestWght_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HipCircum_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HipCircum_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HipCircum_When,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_HospName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_HotFlashes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_HowPeriodsReg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_IbuprofenDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenEndAgeEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenEndMnthEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenEndYrEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenMoreEpisodes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenOngoingEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenRecentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenRegularEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenStartAgeEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenStartMnthEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_IbuprofenStartYrEp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_InfertilityAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_InfertilityDiagnosis,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_InfertilityPeriod,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_InfertilityReason,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_InfertilityReasonOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_InstitutionName1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_InstitutionName2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_InstitutionTown1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_InstitutionTown2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_IonizingRadiationJob,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_IrregularCycles_20,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_IrregularCycles_40,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_IrregularCycles_Cur,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_KidneyPyelogramXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_LargeTimeDiffFlights,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_LastPregWghtKG,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_LastPregWghtStone,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_LastPregWghtlbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_Lbs_BirthWght,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_LeftEducAge,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_LightExerciseDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_LightExerciseHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_LightExerciseMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_LongFlightsMonth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_LowestWght_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_LowestWght_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_LowestWght_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_LowestWght_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_LungStomachArteriogram,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_Mammogram,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_Abnormal,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_AbnormalAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_AbnormalDesc,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_Age1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_Details,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_Number,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_WhereL1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_WhereL2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_Mammogram_Yr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Mammograms
R0_ManualLaborDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ManualLaborHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ManualLaborMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_MaritalStatus,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_MaritalStatusOther,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_MatPregWks,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_MatPregWks_Unkn,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_MatPrevPreg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_MatPrevPreg_Unkn,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_MeatConsumption,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_MeatDaysRecentWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_MeatLastAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_MeatNever,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_MedAbnorm_Dets,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_MediumFlightsMonth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_MediumTimeDiffFlights,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_MelatoninUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_MenopauseAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_MoreChildrenCancer,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MoreDrugEpisodesFirstBC,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_MoreNonBreastCancers,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_MoreOvaryUterusOp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_MoreThanFiveSiblings,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MoreThanFour_OUOp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_MotherBirthCountry,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherBirthCountryOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherCancerHistory,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherCancerType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_MotherCancerYear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_MotherCancerYearUnknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_MotherCauseOfDeath,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOB_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOB_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOB_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOB_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOD_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOD_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOD_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherDOD_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherFirstName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
